video-dislikes,video-title,video-link,video-likes,video-views,video-date,video-channel,video-comment-count
216,GALAXY NOTE 10: TOP de linha COM S PEN que CABE NO BOLSO (literalmente) | ANÁLISE / REVIEW,https://www.youtube.com/watch?v=s7O59W3Zr_k,10929,352203,2019-09-14T02:01:53Z,TudoCelular,624
650,GALAXY NOTE 10: ainda mais poderoso [Hands-On],https://www.youtube.com/watch?v=INTqBVNe0Ic,20928,407216,2019-08-07T20:00:02Z,Canaltech,498
1111,GALAXY NOTE 10: Uma nova FASE da SAMSUNG,https://www.youtube.com/watch?v=_139rn5-Phw,16711,178968,2019-08-08T22:36:40Z,EscolhaSegura,1157
114,Review Galaxy Note 10+: o melhor smartphone da Samsung vale o preço? – TecMundo,https://www.youtube.com/watch?v=N9rnjyonpng,9386,185270,2019-09-25T14:00:02Z,TecMundo,430
114,GALAXY NOTE 10+ de 1TB ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=SuQD60SbCHI,9098,101868,2019-10-04T22:00:02Z,K Tech,546
104,Samsung Galaxy Note 10+ | Review Tecnoblog,https://www.youtube.com/watch?v=ZRx4mTDMmzA,6774,158046,2019-09-06T20:00:02Z,Tecnoblog,343
2986,GALAXY NOTE 10 e GALAXY NOTE 10 PLUS!,https://www.youtube.com/watch?v=vOVz5rPk2vU,196838,2130935,2019-08-07T23:00:51Z,Coisa de Nerd,5604
340,SAMSUNG GALAXY NOTE 10 PLUS (review) A REAL!!,https://www.youtube.com/watch?v=Jl5x6H15zAg,17809,343513,2019-10-06T14:51:30Z,Dudu Rocha,908
72,"GALAXY NOTE 10+ | 1 Ano depois, VALE A PENA?",https://www.youtube.com/watch?v=iVK9U-aiXTE,5210,93538,2020-10-17T22:41:36Z,brasiliGEEKS,682
59,GALAXY NOTE 10 PLUS: MELHOR celular SAMSUNG de 2019... para comprar em 2020 | Análise / Review,https://www.youtube.com/watch?v=bY5RzhrwmFQ,2824,71177,2019-09-18T00:45:38Z,TudoCelular,212
372,É ASSIM O SAMSUNG GALAXY NOTE 10! SAMSUNG ERROU MESMO?,https://www.youtube.com/watch?v=flYuZ1KBaKM,10581,128218,2019-08-06T22:02:24Z,Dudu Rocha,714
253,"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",https://www.youtube.com/watch?v=tR6BBimHbe8,13823,233421,2020-03-11T00:00:09Z,Canaltech,892
97,Samsung Galaxy Note 10 e 10+: primeiras impressões dos smartphones grandões - TecMundo,https://www.youtube.com/watch?v=lRLsmuAYs3Y,9317,127760,2019-08-07T20:00:10Z,TecMundo,374
139,Samsung Galaxy S20 REVIEW: ótimo custo-benefício a longo prazo – TecMundo,https://www.youtube.com/watch?v=vv64fA7bf7Y,10765,239841,2020-09-09T15:05:38Z,TecMundo,681
186,"GALAXY S20: mais ""BARATO"", mas não PIOR | Análise / Review",https://www.youtube.com/watch?v=tO7miBhfw5E,8075,220575,2020-03-20T01:38:25Z,TudoCelular,463
79,SAMSUNG GALAXY S20 [Opinião Sincera],https://www.youtube.com/watch?v=VxD0GpJ4SlI,5940,120087,2020-11-23T22:30:28Z,Rodrigo Moreira,810
85,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,2021-05-26T13:30:03Z,Be!Tech,555
518,"Samsung Galaxy S20+, o equilibrado da linha S [Análise/Review]",https://www.youtube.com/watch?v=QA5bnli1-jg,20890,408570,2020-05-22T16:00:29Z,Canaltech,1077
102,4 meses com o Galaxy S20: Sucesso ou decepção? (Review e opinião),https://www.youtube.com/watch?v=AIK3P1jZ4T4,10723,180031,2020-08-04T20:03:09Z,Rodrigo Vieira - RSSV,815
189,SAMSUNG GALAXY S20 PLUS vale a pena? | Análise / Review Completo,https://www.youtube.com/watch?v=28ZkdMKJ71Q,11817,261829,2020-04-01T21:30:00Z,EscolhaSegura,765
152,Galaxy S20: TUDO que sabemos sobre o aparelho até agora,https://www.youtube.com/watch?v=TrMDB34L6Oo,8950,111590,2020-01-18T18:00:04Z,Canaltech,279
235,Samsung GALAXY S20 FE SNAPDRAGON! O que NINGUEM TE Falou! Fica esperto!,https://www.youtube.com/watch?v=SBxScx1mde8,9284,95051,2021-05-26T23:38:50Z,Dudu Rocha,1108
269,INCRÍVEL!! GALAXY S20 e S20 ULTRA! | o que a SAMSUNG não te CONTOU!,https://www.youtube.com/watch?v=Dcc8-L5XGQ4,18013,243516,2020-02-12T00:28:45Z,EscolhaSegura,1252
306,"Samsung Galaxy S20 FE, ERROU ou ACERTOU com os fãs da marca? [Análise/Review]",https://www.youtube.com/watch?v=R8NE3_EiiSE,12407,189758,2021-01-29T14:14:54Z,Canaltech,858
121,"GALAXY S20 FE: TOP ""BARATO"" Samsung TEM QUASE TUDO que os fãs procuram | Análise / Review",https://www.youtube.com/watch?v=JLESC_njEyo,6794,143533,2020-11-13T00:07:02Z,TudoCelular,566
64,GALAXY S20 FE é o MELHOR de toda a linha S20! ANÁLISE FINAL!,https://www.youtube.com/watch?v=1n4NgeFHDWA,4418,75611,2021-01-15T21:09:08Z,Matheus Kise,536
94,❤️ esse CELULAR SAMSUNG tem tudo pra DAR BOM! // GALAXY S20 FE unboxing,https://www.youtube.com/watch?v=bWuRFN100uw,8468,99255,2020-11-16T21:13:05Z,EscolhaSegura,861
473,"NOVO GALAXY S20 FE: os fãs pediram, a Samsung atendeu",https://www.youtube.com/watch?v=0_dCkDdlSkE,6260,96359,2020-12-09T22:00:33Z,Canaltech,334
276,"CHEGOU! Galaxy S20 FE, um SAMSUNG LINDO e POTENTE, mas não é PERFEITO! Unboxing e Impressões",https://www.youtube.com/watch?v=AdxPcBQqLck,28261,431688,2020-11-17T15:30:00Z,Gesiel Taveira,1710
235,Samsung GALAXY S20 FE SNAPDRAGON! O que NINGUEM TE Falou! Fica esperto!,https://www.youtube.com/watch?v=SBxScx1mde8,9284,95051,2021-05-26T23:38:50Z,Dudu Rocha,1108
116,GALAXY S20 FE vs S20: qual deles o VERDADEIRO FÃ deve comprar? | Comparativo,https://www.youtube.com/watch?v=HwfcKPqEWHQ,6158,129019,2020-12-03T23:35:48Z,TudoCelular,418
148,CHEGOU! Samsung GALAXY S20 FE com SNAPDRAGON - Unboxing e Impressões,https://www.youtube.com/watch?v=5gonT7B5VnY,19146,239103,2021-05-21T16:10:00Z,Gesiel Taveira,1845
91,Galaxy S20 FE! ADOREI o que a SAMSUNG fez AQUI! Que SMARTPHONE acertadinho! UNBOXING!,https://www.youtube.com/watch?v=jhoRCO4eF_M,4346,67903,2020-12-21T21:58:12Z,Be!Tech,495
282,Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,https://www.youtube.com/watch?v=z68-Fbg6geo,11826,184840,2020-09-30T22:00:15Z,K Tech,1073
85,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,2021-05-26T13:30:03Z,Be!Tech,555
82,"Xiaomi Mi 10T Lite, muito mais do que parece [Análise/Review]",https://www.youtube.com/watch?v=CKDLYTATKv8,5668,103348,2021-01-22T19:00:05Z,Canaltech,193
115,XIAOMI Mi 10T Lite 5G - ME APAIXONEI ❤️,https://www.youtube.com/watch?v=tbf7M86iZd4,12254,177329,2020-10-28T22:00:07Z,K Tech,844
230,XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,https://www.youtube.com/watch?v=lkqFKf5j_Fc,7538,234661,2020-08-22T13:43:07Z,EscolhaSegura,652
49,"CHEGOU! Xiaomi Mi 10T Lite, o INTERMEDIÁRIO PREMIUM com 5G! Unboxing e Impressões",https://www.youtube.com/watch?v=s1dvvUUQCGY,9663,106639,2021-01-06T13:30:03Z,Gesiel Taveira,750
120,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,2020-08-22T16:00:02Z,Gesiel Taveira,971
98,"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",https://www.youtube.com/watch?v=vRuOOM8S3co,6312,70027,2020-08-30T19:45:01Z,Canaltech,218
156,"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",https://www.youtube.com/watch?v=mp_aDo-uH6I,7419,128625,2021-01-27T14:00:53Z,Canaltech,495
68,MELHOR e MAIS BARATO intermediário PREMIUM ! XIAOMI MI 10 LITE 5G ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=jZczt1PbTQ4,6492,115068,2020-08-21T22:00:16Z,K Tech,482
38,ESTAVA ENGANADO ... POCO X3 NFC ou XIAOMI MI 10T LITE 5G ?? COMPARATIVO EM PORTUGUÊS,https://www.youtube.com/watch?v=njP8-N1NE6I,1342,52012,2020-11-09T19:29:27Z,Toni Vicente,132
472,"Motorola Edge+, o MELHOR SMARTPHONE de 2020 até agora [Análise/Review]",https://www.youtube.com/watch?v=RtUdGZlZeVA,23350,263371,2020-08-03T17:00:07Z,Canaltech,732
286,MOTO EDGE e EDGE PLUS - o que ESTOU ACHANDO // finalmente um TOPO DE LINHA da MOTOROLA!,https://www.youtube.com/watch?v=H0hSd0XEx64,18829,301243,2020-07-02T21:30:01Z,EscolhaSegura,1122
77,Motorola Edge+ e Edge: os melhores da Moto em 2020 no Brasil! - Primeiras impressões Hands-on,https://www.youtube.com/watch?v=G0RkweTZo3Q,3891,64939,2020-07-02T12:00:08Z,TecMundo,266
80,MOTOROLA EDGE PLUS mostra que CUSTA CARO voltar ao TOPO | Análise / Review,https://www.youtube.com/watch?v=wHLWf5xzwWQ,4090,79732,2020-07-21T16:03:55Z,TudoCelular,392
501,MELHORES Motorola de 2020: Edge e Edge+,https://www.youtube.com/watch?v=pFmhq7PfTZs,32933,365746,2020-04-22T16:00:35Z,Canaltech,1680
81,MOTOROLA EDGE: PRIMEIRO CELULAR INTERMEDIÁRIO 5G do Brasil vale a pena? | Análise / Review,https://www.youtube.com/watch?v=nt6JoeMjwIA,2869,56203,2020-09-02T15:51:32Z,TudoCelular,391
842,"CHEGOU! Motorola EDGE+ é INCRÍVEL, LINDO e PODEROSO! Só uma coisa desanima nele ;(",https://www.youtube.com/watch?v=3jmzPUMcvkU,45321,679020,2020-07-06T16:20:01Z,Gesiel Taveira,2167
130,MOTOROLA EDGE+! O MELHOR MOTOROLA JA FEITO! Mas tem um ERRO GRAVE! Unboxing,https://www.youtube.com/watch?v=uwlW-aTc5j4,11290,117110,2020-07-02T11:59:43Z,Dudu Rocha,835
106,Motorola Edge+: 5 motivos para COMPRAR e NÃO comprar,https://www.youtube.com/watch?v=03OQm-ygWNg,7971,82975,2020-09-11T16:00:01Z,Canaltech,303
625,"IPhone 12: cara de iPhone 4, 5G e meio ambiente [Análise]",https://www.youtube.com/watch?v=pAlMOtJUH5I,28744,334518,2020-10-31T21:00:05Z,Canaltech,1185
170,iPhone 12 em mãos!! Qual minha OPINIÃO SINCERA?? // Unboxing e Impressões!,https://www.youtube.com/watch?v=ZE3529_PFfs,7374,98830,2020-11-18T21:44:08Z,EscolhaSegura,628
159,iPhone 12 - a APPLE fez um ótimo trabalho nesse SMARTPHONE! Mas VALE A PENA? Alguns Dias de Uso,https://www.youtube.com/watch?v=_latHaWdBS0,13816,182303,2021-01-20T15:31:01Z,Gesiel Taveira,1190
53,iPhone 12 - Review Tecnoblog,https://www.youtube.com/watch?v=vjEdTiTqerQ,4382,66202,2020-12-02T22:00:48Z,Tecnoblog,225
408,"IPhone 12 Pro, ACERTO ou ERRO da Apple? [Análise/Review]",https://www.youtube.com/watch?v=zSioYBDGtpU,15577,161883,2020-10-30T19:15:03Z,Canaltech,654
229,iPHONE 12 tá na mão! UNBOXING e COMENTÁRIOS! Vem conferir!!,https://www.youtube.com/watch?v=cN0ggIwgRRo,11045,139732,2020-10-28T21:35:27Z,Matheus Kise,656
669,"iPhone 12 Pro Max, o MELHOR de 2020? [Análise/Review]",https://www.youtube.com/watch?v=khyeh8MwMNo,15026,257755,2020-11-15T01:30:01Z,Canaltech,592
204,IPHONE 12: HANDS ON!,https://www.youtube.com/watch?v=kEn-f2BN-Vw,10613,182232,2020-10-27T14:46:16Z,Loop Infinito,721
900,"TUDO sobre os iPhone 12, Mini, Pro e Pro Max | O QUE MUDOU?",https://www.youtube.com/watch?v=q0h8ynH-9FM,51187,793848,2020-10-14T01:00:04Z,Canaltech,2289
143,iPhone 12 PRO MAX // 💸 TEM DE SER LOUCO pra gastar R$10.999?? CHOCADO!,https://www.youtube.com/watch?v=6GxDe6Pgoy4,7395,95652,2020-12-26T14:00:03Z,EscolhaSegura,884
90,"IPHONE 12 MINI: MELHOR CELULAR TOP de linha que ""CABE no BOLSO"" | Análise / Review",https://www.youtube.com/watch?v=kaR26yDqjM0,3682,66791,2020-12-23T22:25:53Z,TudoCelular,417
48,iPHONE 12 MINI simplesmente é o meu FAVORITO da APPLE! ANÁLISE FINAL!!!,https://www.youtube.com/watch?v=FzczBKKSRzg,4128,61797,2021-01-27T21:17:34Z,Matheus Kise,351
52,ASUS ROG PHONE 3: MELHOR CELULAR para JOGOS ganha um SUCESSOR | Hands-on,https://www.youtube.com/watch?v=pWDtQqeL688,4889,52557,2020-07-22T15:30:14Z,TudoCelular,478
194,ROG PHONE 3! JOGANDO com o SMARTPHONE MAIS POTENTE do MUNDO! É de CAIR o QUEIXO! TELA de 144hz!,https://www.youtube.com/watch?v=T_HXPm8RwwI,13997,173883,2020-07-22T15:31:44Z,Be!Tech,1185
86,ROG Phone: o smartphone gamer da ASUS [Análise / Review],https://www.youtube.com/watch?v=AqpQjThAYtU,7394,85574,2019-02-06T17:26:00Z,Canaltech,245
1098,ROG PHONE 3: UNBOXING DO SMARTPHONE MAIS PODEROSO DE 2020!,https://www.youtube.com/watch?v=TdALKXTVZRU,62254,942191,2020-07-22T15:30:08Z,Loop Infinito,2266
73,ROG PHONE 3! O novo MONSTRO da ASUS tá na MÃO! 16GB de RAM e SNAPDRAGON 865 PLUS!,https://www.youtube.com/watch?v=5OPMnkJAytw,7400,87156,2020-07-22T15:30:11Z,Be!Tech,578
493,Galaxy S21 Ultra: a Samsung ACERTOU no ZOOM dessa vez [Análise/Review],https://www.youtube.com/watch?v=_txy5ouAG6s,18174,441207,2021-02-09T14:00:31Z,Canaltech,976
75,Review GALAXY S21 ULTRA! Agora sim a SAMSUNG fez o que DEVERIA ter FEITO! Análise completa!,https://www.youtube.com/watch?v=6LwYbm71AJM,5287,91701,2021-04-07T22:00:01Z,Be!Tech,430
111,Samsung Galaxy S21 Ultra REVIEW: o celular Android MAIS COMPLETO do mercado – TecMundo,https://www.youtube.com/watch?v=TLZBUC-qieY,4632,63509,2021-02-09T14:05:01Z,TecMundo,438
167,"SAMSUNG GALAXY S21 ULTRA! O que GOSTEI e NÃO Gostei! Review, [análise]",https://www.youtube.com/watch?v=ragml8eCBGk,9260,106617,2021-02-09T22:14:42Z,Dudu Rocha,640
65,"Na boa, o GALAXY S21 ULTRA faz sentido? minha OPINIÃO SINCERA! 😱 // Análise",https://www.youtube.com/watch?v=HmE-RlaaIl8,6779,82371,2021-02-27T13:30:05Z,EscolhaSegura,657
80,Samsung Galaxy S21 Ultra - Review Tecnoblog,https://www.youtube.com/watch?v=Cyk-tDl3NNM,3321,58869,2021-02-09T14:00:16Z,Tecnoblog,205
175,GALAXY S21 ULTRA é EXTRAORDINÁRIO em cada detalhe? UNBOXING e COMENTÁRIOS,https://www.youtube.com/watch?v=Zgopyc5Y6wY,7940,143209,2021-01-28T21:11:03Z,Matheus Kise,618
1086,O Melhor do melhor? - Galaxy S21 Ultra,https://www.youtube.com/watch?v=j2ZP5kY63Zc,112433,1062454,2021-03-06T22:24:51Z,Coisa de Nerd,3713
46,USO REAL ☀️do GALAXY S21 ULTRA na última semana // OPINIÃO,https://www.youtube.com/watch?v=ELMiQB2uvho,6449,75732,2021-02-21T17:00:05Z,EscolhaSegura,395
445,MOOOOONSTRO ! Tá na MÃO o mais TOP da SAMSUNG 😎 Galaxy S21 Ultra,https://www.youtube.com/watch?v=K_kHYy7lRJc,25177,416447,2021-02-08T22:00:06Z,K Tech,1735
1242,"Galaxy S21 Ultra vs iPhone 12 Pro Max, o melhor APPLE vs o melhor SAMSUNG [Comparativo]",https://www.youtube.com/watch?v=_zJ5bM2SjJI,51660,953990,2021-02-24T00:11:03Z,Canaltech,2855
312,NOVO SAMSUNG GALAXY S21 ULTRA! O Samsung MAIS POTENTE DO MUNDO! Peguei e gostei!,https://www.youtube.com/watch?v=SmafthvGYL8,16249,210466,2021-01-14T15:51:54Z,Dudu Rocha,1081
328,"NOVOS GALAXY S21, S21 PLUS e S21 ULTRA em MÃOS! //o que a SAMSUNG NÃO TE CONTOU!",https://www.youtube.com/watch?v=m4ZUR6sM9jc,18109,283687,2021-01-14T15:19:54Z,EscolhaSegura,1564
45,SAMSUNG GALAXY S21 PLUS - vale mais a pena que o S21 e o S21 ULTRA? // Análise ( PÓS UPDATES! ),https://www.youtube.com/watch?v=kvn92oHxgvk,4784,62221,2021-04-12T21:30:02Z,EscolhaSegura,263
156,"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",https://www.youtube.com/watch?v=mp_aDo-uH6I,7419,128625,2021-01-27T14:00:53Z,Canaltech,495
51,MELHOR XIAOMI do ANO - Xiaomi MI 10T PRO ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=cr3icyK3aWo,6081,83508,2020-12-23T22:00:08Z,K Tech,531
55,MI 10T PRO: TOP de LINHA XIAOMI com PREÇO de IPHONE | Análise / Review,https://www.youtube.com/watch?v=MSqN27wR-gI,2286,65595,2020-12-27T22:20:22Z,TudoCelular,430
346,XIAOMI MI 10T PRO 5G a Xiaomi criou um MONSTRO !!!,https://www.youtube.com/watch?v=7P5zO5s3Mhw,24433,471425,2020-10-05T22:00:02Z,K Tech,1214
114,"NOVOS XIAOMI: Mi 10T, Mi 10T PRO e Mi 10T Lite. Mas chegaram recebendo CRÍTICAS!",https://www.youtube.com/watch?v=3YZQbBBdtcE,10072,134717,2020-10-02T18:35:01Z,Gesiel Taveira,493
71,"O Mais caro da XIAOMI NO BRASIL, Xiaomi Mi 10T! O que ele tem de especial? É UMA SUPER MÁQUINA!",https://www.youtube.com/watch?v=jpWsHf_buf4,6905,113195,2020-11-20T15:21:34Z,Jersu,534
964,Xiaomi Mi 10T vs Xiaomi Mi 10T Pro,https://www.youtube.com/watch?v=314JziqRndE,3802,291973,2020-09-30T14:02:22Z,Gadgets Compare,191
